Source,Destination IP,Volume,Destination Domain,Destination Latitude,Destination Longitude
Motog Phone,172.217.8.3,4807,iad23s59-in-f3.1e100.net,38.98371887,-77.38275909
Motog Phone,99.84.216.122,12913,server-99-84-216-122.iad79.r.cloudfront.net,38.9068985,-77.02839661
Desktop (server),99.84.102.61,2429,server-99-84-102-61.iad79.r.cloudfront.net,38.9068985,-77.02839661
Desktop (server),99.86.230.88,5653,server-99-86-230-88.iad79.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.217.15.52,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.15.52,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.9.196,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.9.196,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.25.148,3358,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.25.148,1126,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.24.220,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.24.220,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.32.244,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.32.244,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.177.139,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.177.139,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.1.44,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.1.44,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.204.27,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.204.27,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),99.84.216.50,6785,server-99-84-216-50.iad79.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.10.44.150,7198,ec2-52-10-44-150.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
LG smart TV,3.86.46.10,272,ec2-3-86-46-10.compute-1.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.228.208,2218,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.228.208,1126,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,172.217.8.22,70653,iad23s59-in-f22.1e100.net,38.98371887,-77.38275909
LG smart TV,172.217.9.194,57962,iad30s14-in-f2.1e100.net,38.98371887,-77.38275909
LG smart TV,184.28.207.194,3363,a184-28-207-194.deploy.static.akamaitechnologies.com,40.75891113,-73.97901917
LG smart TV,172.217.8.6,15888,iad23s59-in-f6.1e100.net,38.98371887,-77.38275909
Echo Look,34.229.214.141,20286,ec2-34-229-214-141.compute-1.amazonaws.com,39.04370117,-77.47419739
Echo Look,52.216.113.235,5176795,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,172.217.12.228,11421,iad30s15-in-f4.1e100.net,38.98371887,-77.38275909
Desktop (server),52.42.202.210,4367,ec2-52-42-202-210.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
Desktop (server),99.84.102.22,7518,server-99-84-102-22.iad79.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.216.113.91,1745,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.113.91,629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,99.86.227.27,1633,server-99-86-227-27.iad79.r.cloudfront.net,38.9068985,-77.02839661
Google onHub,99.86.227.27,1633,server-99-86-227-27.iad79.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.203.144.10,193506,ec2-52-203-144-10.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.203.144.10,193110,ec2-52-203-144-10.compute-1.amazonaws.com,39.04370117,-77.47419739
LG smart TV,18.205.68.150,90,ec2-18-205-68-150.compute-1.amazonaws.com,39.04370117,-77.47419739
Google onHub,18.205.68.150,90,ec2-18-205-68-150.compute-1.amazonaws.com,39.04370117,-77.47419739
LG smart TV,204.2.134.163,90,pacific.latt.net,37.33052826,-121.8382263
Google onHub,204.2.134.163,90,pacific.latt.net,37.33052826,-121.8382263
LG smart TV,99.84.102.9,578,server-99-84-102-9.iad79.r.cloudfront.net,38.9068985,-77.02839661
Google onHub,99.84.102.9,578,server-99-84-102-9.iad79.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,99.86.230.12,1899,server-99-86-230-12.iad79.r.cloudfront.net,38.9068985,-77.02839661
Google onHub,99.86.230.12,1899,server-99-86-230-12.iad79.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.216.137.244,5037,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.137.244,1689,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.133.51,3358,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.133.51,1126,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.243.92,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.243.92,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.101.43,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.101.43,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.171.3,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.171.3,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.232.139,1745,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.232.139,629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.26.172,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.26.172,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.250.52,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.250.52,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),13.224.215.28,3430,server-13-224-215-28.phl50.r.cloudfront.net,39.99266815,-75.14150238
LG smart TV,52.216.108.179,3358,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.108.179,1126,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.38.252,3358,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.38.252,1126,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,99.84.218.20,5213,server-99-84-218-20.iad79.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.216.104.67,3358,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.104.67,1126,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),34.215.75.150,8771,ec2-34-215-75-150.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
LG smart TV,52.216.109.67,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.109.67,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),35.166.229.101,6339,ec2-35-166-229-101.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
LG smart TV,52.216.111.3,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.111.3,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.184.107,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.184.107,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.36.180,1745,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.36.180,629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.13.180,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.13.180,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.184.35,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.184.35,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.10.19,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.10.19,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.108.171,3843,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.108.171,1629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.165.83,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.165.83,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.136.220,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.136.220,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.106.99,3358,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.106.99,1126,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.141.116,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.141.116,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.140.228,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.140.228,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),13.249.43.62,604,server-13-249-43-62.iad89.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.216.144.211,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.144.211,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.41.204,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.41.204,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.142.140,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.142.140,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.137.92,1745,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.137.92,629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Echo Look,99.84.181.47,655,server-99-84-181-47.iad89.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.216.9.155,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.9.155,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.101.11,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.101.11,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.88.179,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.88.179,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.170.67,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.170.67,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.138.243,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.138.243,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.95.51,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.95.51,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.32.132,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.32.132,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.9.204,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.9.204,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.76.84,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.76.84,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.109.243,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.109.243,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.138.123,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.138.123,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.140.44,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.140.44,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.139.147,3358,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.139.147,1126,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.29.228,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.29.228,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.4.20,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.4.20,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.92.211,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.92.211,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.100.19,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.100.19,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.133.99,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.133.99,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.15.124,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.15.124,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),35.161.236.240,5340,ec2-35-161-236-240.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
LG smart TV,52.216.79.28,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.79.28,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.251.188,1745,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.251.188,629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.16.200,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.16.200,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.32.228,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.32.228,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.18.16,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.18.16,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.9.171,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.9.171,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.47.100,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.47.100,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.41.140,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.41.140,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.145.51,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.145.51,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.1.100,1745,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.1.100,629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.37.76,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.37.76,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.12.188,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.12.188,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.147.27,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.147.27,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.229.24,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.229.24,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.128.35,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.128.35,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.142.76,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.142.76,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.41.124,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.41.124,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.88.195,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.88.195,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.77.236,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.77.236,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.9.211,3358,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.9.211,1126,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.24.44,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.24.44,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.9.36,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.9.36,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.250.12,1745,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.250.12,629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.98.43,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.98.43,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.42.36,2187,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.42.36,2271,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.145.11,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.145.11,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.236.227,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.236.227,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.229.195,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.229.195,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.140.188,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.140.188,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.237.67,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.237.67,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.29.244,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.29.244,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.105.235,1745,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.105.235,629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.78.124,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.78.124,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.140.52,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.140.52,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,3.91.171.128,31807,ec2-3-91-171-128.compute-1.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.168.219,3424,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.168.219,1192,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.179.171,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.179.171,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.20.203,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.20.203,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.82.16,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.82.16,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.113.67,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.113.67,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.16.168,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.16.168,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.232.99,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.232.99,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.143.100,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.143.100,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.109.27,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.109.27,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.12.84,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.12.84,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.101.203,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.101.203,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.136.164,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.136.164,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.4.92,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.4.92,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),13.249.43.49,2615,server-13-249-43-49.iad89.r.cloudfront.net,38.9068985,-77.02839661
Desktop (server),13.249.43.77,2175,server-13-249-43-77.iad89.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.216.176.11,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.176.11,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),99.84.181.103,2429,server-99-84-181-103.iad89.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.216.179.11,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.179.11,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.2.24,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.2.24,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.36.252,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.36.252,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Desktop (server),52.10.33.105,10706,ec2-52-10-33-105.us-west-2.compute.amazonaws.com,45.73722839,-119.8114319
LG smart TV,52.217.4.68,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.4.68,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.108.107,3424,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.108.107,1192,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.36.44,1745,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.36.44,629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.18.224,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.18.224,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,99.86.230.39,578,server-99-86-230-39.iad79.r.cloudfront.net,38.9068985,-77.02839661
Google onHub,99.86.230.39,578,server-99-86-230-39.iad79.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,99.86.230.76,655,server-99-86-230-76.iad79.r.cloudfront.net,38.9068985,-77.02839661
Google onHub,99.86.230.76,655,server-99-86-230-76.iad79.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.216.101.219,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.101.219,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.179.211,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.179.211,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Motog Phone,99.86.185.249,5069,server-99-86-185-249.iad79.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.216.109.203,1745,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.109.203,629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.114.203,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.114.203,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.204.43,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.204.43,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.171.107,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.171.107,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.217.9.148,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.217.9.148,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.145.203,5541,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.145.203,5709,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,13.249.43.48,1691,server-13-249-43-48.iad89.r.cloudfront.net,38.9068985,-77.02839661
Google onHub,13.249.43.48,1691,server-13-249-43-48.iad89.r.cloudfront.net,38.9068985,-77.02839661
LG smart TV,52.216.88.147,1745,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.88.147,629,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.21.11,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.21.11,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.238.67,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.238.67,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.241.188,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.241.188,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.81.16,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.81.16,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.17.56,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
Google onHub,52.216.17.56,563,s3-1-w.amazonaws.com,39.04370117,-77.47419739
LG smart TV,52.216.112.156,1679,s3-1-w.amazonaws.com,39.04370117,-77.47419739
